Family,Genus,species,sub.species,binomial,other.genera,other.species,other.names.sub.species,Source.of.taxonomy information,notes.on.taxonomy,Sexual.System,Karyotype,notes..Karyotype,Predicted.ploidy,female2N,male2N,notesMale2N,notes..comments,cite.key,,,,,,
Papilionidae,Papilio,helenus,,Papilio helenus,,,,Lepindex,Accepted,,,,,,60,,,"Maeki, K. and Ae, S.A., 1979. Chromosomal Studies on Interspecific Hybrids of Butterflies (Papitionidae, Lepidoptera). XIV. Proceedings of the Japan Academy, Series B, 55(4), pp.196-201.",,,,,,
Papilionidae,Papilio,maackii,,Papilio maackii,,,,GBIF,Accepted,,,,,,60,,,"Maeki, K., 1953. Chromosome numbers of some butterflies. The Japanese Journal of Genetics, 28(1), pp.6-7.",,,,,,
Papilionidae,Papilio,machaon,britannicus,Papilio machaon britannicus,,,,Lepindex,Accepted,,,,,,,60-68,,"Maeki, K. and Ae, S.A., 1979. Chromosomal Studies on Interspecific Hybrids of Butterflies (Papilionidae, Lepidoptera). XV. Proceedings of the Japan Academy, Series B, 55(6), pp.295-299.",,,,,,
Papilionidae,Papilio,machaon,gotganus,Papilio machaon gotganus,,,,Lepindex,Accepted,,,,,,60,,,"Maeki, K. and Ae, S.A., 1979. Chromosomal Studies on Interspecific Hybrids of Butterflies (Papilionidae, Lepidoptera). XV. Proceedings of the Japan Academy, Series B, 55(6), pp.295-299.",,,,,,
Papilionidae,Papilio,machaon,hippocrates,Papilio machaon hippocrates,,,,Lepindex,Accepted,,,,,,,60-68,,"Maeki, K. and Ae, S.A., 1979. Chromosomal Studies on Interspecific Hybrids of Butterflies (Papilionidae, Lepidoptera). XV. Proceedings of the Japan Academy, Series B, 55(6), pp.295-299.",,,,,,
Papilionidae,Papilio,machaon,hippocrates,Papilio machaon hippocrates,,,,GBIF,Accepted,gonochorous,,,,,62,,,"Maeki, K., 1953. A chromosome study of Japanese butterflies (Lepidoptera Rhopalocera). A. Studies Kwansei Gakuin Univ., 1, pp.67-70.",,,,,,
Papilionidae,Papilio,machaon,,Papilio machaon,,,,GBIF,Accepted,,,,,,,60-66,,"Federley, H., 1938. CHROMOSOMENZAHLEN FINNLÄN?DISCHER LEPIDOPTEREN: I. RHOPALOCERA. Hereditas, 24(4), pp.397-464.",,,,,,
Papilionidae,Papilio,machaon,,Papilio machaon,,,,GBIF,Accepted,gonochorous,,,,,64,,,"Federley, H., 1938. CHROMOSOMENZAHLEN FINNLÄN?DISCHER LEPIDOPTEREN: I. RHOPALOCERA. Hereditas, 24(4), pp.397-464.",,,,,,
Papilionidae,Papilio,machaon,,Papilio machaon,,,,GBIF,Accepted,gonochorous,,,,,60,,,"Regnart, H.C., 1933. Additions to our knowledge of chromosome numbers in the Lepidoptera. In Proc. Univ. Durham Phil. Soc (Vol. 9, pp. 79-83).",,,,,,
Papilionidae,Papilio,machaon,,Papilio machaon,,,,GBIF,Accepted,gonochorous,,,,,60,,,"Regnart, H.C., 1933. Additions to our knowledge of chromosome numbers in the Lepidoptera. In Proc. Univ. Durham Phil. Soc (Vol. 9, pp. 79-83).",,,,,,
Papilionidae,Papilio,machaon,,Papilio machaon,Papilio,machaon,emihippocrates,GBIF,Synonym,gonochorous,,,,,60,,,Maeki and Ae 1966a,,,,,,
Papilionidae,Papilio,machaon,,Papilio machaon,,,,GBIF,Accepted,,,,,,62,,,"Maeki, K. and Makino, S., 1953. Chromosome numbers of some Japanese Rhopalocera.Lepid. news,7, pp.36-38.",,,,,,
Papilionidae,Papilio,machaon,,Papilio machaon,,,,GBIF,Accepted,,,,,,62,,,"Maeki, K., 1953. Chromosome numbers of some butterflies. The Japanese Journal of Genetics, 28(1), pp.6-7.",,,,,,
Papilionidae,Papilio,macilentus,,Papilio macilentus,,,,GBIF,Accepted,,,,,,60,,,"Maeki, K., 1957. A use of chromosome numbers in the study of taxonomy of the lepidoptera and notes on the internal reproductive anatomy (With 6 Text-figures).†??????????,†13(1-4), pp.259-262.",,,,,,
Papilionidae,Papilio,memnon,,Papilio memnon,,,,GBIF,Accepted,gonochorous,,,,,60,,,Maeki 1957b,,,,,,
Papilionidae,Papilio,memnon,,Papilio memnon,Papilio,memnon,heronus,GBIF,Synonym,gonochorous,,,,,60,,,"Maeki, K., Ogata, M. and Shirozu, T., 1965. A study of the chromosomes in twenty-five speceis of Formosan Rhopalocera. Special Bulletines of the Lepidoptera Society Japan, (1), pp.1-10.",,,,,,
Papilionidae,Papilio,memnon,,Papilio memnon,,,,Lepindex,Accepted,,,,,,60,,,"Maeki, K. and Ae, S.A., 1979. Chromosomal Studies on Interspecific Hybrids of Butterflies (Papitionidae, Lepidoptera). XIV. Proceedings of the Japan Academy, Series B, 55(4), pp.196-201.",,,,,,
Papilionidae,Papilio,multicaudata,,Papilio multicaudata,,,,GBIF,Accepted,,,,,,60,,,"Lesse, H.D., 1969. Formules chromosomiques de quelques Lépidoptères Rhopalocères d'Amérique du Nord.Bulletin de la Société entomologique de France,74(3), pp.57-58.",,,,,,
Papilionidae,Papilio,nepheles,chaon,Papilio nepheles chaon,,,,GBIF,Accepted,gonochorous,,,,,60,,,Maeki and Ae 1966a,,,,,,
Papilionidae,Papilio,nephelus,,Papilio nephelus,,,,Lepindex,Accepted,,,,,,60,,,"Maeki, K. and Ae, S.A., 1979. Chromosomal Studies on Interspecific Hybrids of Butterflies (Papitionidae, Lepidoptera). XIV. Proceedings of the Japan Academy, Series B, 55(4), pp.196-201.",,,,,,
Papilionidae,Papilio,ornythion,,Papilio ornythion,,,,GBIF,Accepted,gonochorous,,,,,60,,,Maeki and Ramington 1959,,,,,,
Papilionidae,Papilio,palamedes,,Papilio palamedes,,,,GBIF,Accepted,gonochorous,,,,,60,,,Maeki and Ramington 1959,,,,,,
Papilionidae,Papilio,paris,decorosa,Papilio paris decorosa,,,,GBIF,Accepted,gonochorous,,,,,60,,,Maeki and Ae 1966a,,,,,,
Papilionidae,Papilio,pilumnus,,Papilio pilumnus,,,,GBIF,Accepted,gonochorous,,,,,60,,,Maeki and Ramington 1959,,,,,,
Papilionidae,Papilio,polytes,alphenor,Papilio polytes alphenor,Papilio,alphenor,,Lepindex,Described as subspecies subsequently,,,,,,60,,,"Maeki, K. and Ae, S.A., 1979. Chromosomal Studies on Interspecific Hybrids of Butterflies (Papitionidae, Lepidoptera). XIV. Proceedings of the Japan Academy, Series B, 55(4), pp.196-201.",,,,,,
Papilionidae,Papilio,polytes,romulus,Papilio polytes romulus,,,,GBIF,Accepted,gonochorous,,,,,60,,,Maeki and Ae 1966a,,,,,,
Papilionidae,Papilio,polytes,,Papilio polytes,Papilio,polytes,pasikrates,GBIF,Synonym,gonochorous,,,,,60,,,"Maeki, K., Ogata, M. and Shirozu, T., 1965. A study of the chromosomes in twenty-five speceis of Formosan Rhopalocera. Special Bulletines of the Lepidoptera Society Japan, (1), pp.1-10.",,,,,,
Papilionidae,Papilio,polytes,,Papilio polytes,,,,Lepindex,Accepted,,,,,,60,,,"Maeki, K. and Ae, S.A., 1979. Chromosomal Studies on Interspecific Hybrids of Butterflies (Papitionidae, Lepidoptera). XIV. Proceedings of the Japan Academy, Series B, 55(4), pp.196-201.",,,,,,
Papilionidae,Papilio,polyxenes,,Papilio polyxenes,,,,Lepindex,Accepted,,,,,,,"60,62",,"Maeki, K. and Ae, S.A., 1979. Chromosomal Studies on Interspecific Hybrids of Butterflies (Papilionidae, Lepidoptera). XV. Proceedings of the Japan Academy, Series B, 55(6), pp.295-299.",,,,,,
Papilionidae,Papilio,protenor,demetrius,Papilio protenor demetrius,,,,GBIF,Accepted,,,,,,60,,,"Maeki, K. and Makino, S., 1953. Chromosome numbers of some Japanese Rhopalocera.Lepid. news,7, pp.36-38.",,,,,,
Papilionidae,Papilio,protenor,,Papilio protenor,Papilio,protenor,euprotenor,GBIF,Synonym,gonochorous,,,,,60,,,Maeki and Ae 1966a,,,,,,
Papilionidae,Papilio,protenor,,Papilio protenor,,,,GBIF,Accepted,,,,,,60,,,"Maeki, K., 1957. A use of chromosome numbers in the study of taxonomy of the lepidoptera and notes on the internal reproductive anatomy (With 6 Text-figures).†??????????,†13(1-4), pp.259-262.",,,,,,
Papilionidae,Papilio,protenor,,Papilio protenor,,,,Lepindex,Accepted,,,,,,60,,,"Maeki, K. and Ae, S.A., 1979. Chromosomal Studies on Interspecific Hybrids of Butterflies (Papitionidae, Lepidoptera). XIV. Proceedings of the Japan Academy, Series B, 55(4), pp.196-201.",,,,,,
Papilionidae,Papilio,rutulus,,Papilio rutulus,,,,GBIF,Accepted,gonochorous,,,,,64,,,Munson 1906,,,,,,
Papilionidae,Papilio,thaiwanus,,Papilio thaiwanus,,,,GBIF,Accepted,,,,,,60,,,"Maeki, K. & Ae, S.A. (1968). Studies of the chromosomes of Formosan Rhopalocera 1. Papilionidae and Hesperiidae. Kontyu 36: 116–123.",,,,,,
Papilionidae,Papilio,thoas,,Papilio thoas,,,,GBIF,Accepted,gonochorous,,,,,54,,,Maeki and Ramington 1959,,,,,,
Papilionidae,Papilio,troilus,,Papilio troilus,,,,GBIF,Accepted,gonochorous,,,,,60,,,Maeki and Ramington 1959,,,,,,
Papilionidae,Papilio,ulysses,joesa,Papilio ulysses joesa,,,,GBIF,Accepted,,,,,,64,,,"Maeki, K. & Ogata, M. (1971). A chromosomal study of eighteen species of butterflies from Australia (Lepidoptera, Rhopalocera). Kontyu 39: 7–14.",,,,,,
Papilionidae,Papilio,xuthus,,Papilio xuthus,,,,GBIF,Accepted,,,,,,60,,,"Maeki, K., 1953. Chromosome numbers of some butterflies. The Japanese Journal of Genetics, 28(1), pp.6-7.",,,,,,
Papilionidae,Papilio,zelicaon,,Papilio zelicaon,,,,Lepindex,Accepted,,,,,,60,,,"Maeki, K. and Ae, S.A., 1979. Chromosomal Studies on Interspecific Hybrids of Butterflies (Papilionidae, Lepidoptera). XV. Proceedings of the Japan Academy, Series B, 55(6), pp.295-299.",,,,,,
Papilionidae,Parides,anchises,,Parides anchises,Parides,nephalion,,Lepindex,Synonym,,,,,,60,,,"Lesse, H.D. and Brown, K., 1971. Formules chromosomiques de Lépidoptères Rhopalocères du Brésil. Bulletin de la Société entomologique de France, 76(5), pp.131-137.",,,,,,
Papilionidae,Parides,ascanius,,Parides ascanius,Parides,orophobus,,Lepindex,Synonym,,,,,,60,,,"Lesse, H.D. and Brown, K., 1971. Formules chromosomiques de Lépidoptères Rhopalocères du Brésil. Bulletin de la Société entomologique de France, 76(5), pp.131-137.",,,,,,
Papilionidae,Parides,bunichus,,Parides bunichus,,,,GBIF,Accepted,,,,,,60,,,"Lesse, H.D. and Brown, K., 1971. Formules chromosomiques de Lépidoptères Rhopalocères du Brésil. Bulletin de la Société entomologique de France, 76(5), pp.131-137.",,,,,,
Papilionidae,Parides,neophilus,parianus,Parides neophilus parianus,,,,GBIF,Accepted,,,,,,60,,,"Wesley, D.J. and Emmel, T.C., 1975. The chromosomes of Neotropical butterflies from Trinidad and Tobago.Biotropica, pp.24-31.",,,,,,
Papilionidae,Parides,zacynthus,zacynthus,Parides zacynthus zacynthus,,,,GBIF,Accepted,,,,,,60,,,"Lesse, H.D. and Brown, K., 1971. Formules chromosomiques de Lépidoptères Rhopalocères du Brésil. Bulletin de la Société entomologique de France, 76(5), pp.131-137.",,,,,,
Papilionidae,Parnassius,apollo,,Parnassius apollo,,,,GBIF,Accepted,gonochorous,ZW,,,60,60,,,"Federley, H., 1938. CHROMOSOMENZAHLEN FINNLÄN?DISCHER LEPIDOPTEREN: I. RHOPALOCERA. Hereditas, 24(4), pp.397-464.",,,,,,
Papilionidae,Parnassius,eversmanni,,Parnassius eversmanni,,,,GBIF,Accepted,gonochorous,,,,,124,,,Maeki 1957b,,,,,,
Papilionidae,Parnassius,eversmanni,,Parnassius eversmanni,,,,GBIF,Accepted,,,,,,124,,,"Maeki, K., 1957. A use of chromosome numbers in the study of taxonomy of the lepidoptera and notes on the internal reproductive anatomy (With 6 Text-figures).†??????????,†13(1-4), pp.259-262.",,,,,,
Papilionidae,Parnassius,glacialis,,Parnassius glacialis,,,,GBIF,Accepted,,,,,,124,,,"Maeki, K., 1957. A use of chromosome numbers in the study of taxonomy of the lepidoptera and notes on the internal reproductive anatomy (With 6 Text-figures).†??????????,†13(1-4), pp.259-262.",,,,,,
Papilionidae,Parnassius,mnemosyne,,Parnassius mnemosyne,,,,GBIF,Accepted,,,,,58,,,,"Federley, H., 1938. CHROMOSOMENZAHLEN FINNLÄN?DISCHER LEPIDOPTEREN: I. RHOPALOCERA. Hereditas, 24(4), pp.397-464.",,,,,,
Papilionidae,Parnassius,smintheus,,Parnassius smintheus,,,,GBIF,Accepted,gonochorous,,,,,60,,,Maeki and Ramington 1959,,,,,,
Papilionidae,Parnassius,stubbendorfii,,Parnassius stubbendorfii,,,,GBIF,Accepted,,,,,,124,,,"Maeki, K., 1957. A use of chromosome numbers in the study of taxonomy of the lepidoptera and notes on the internal reproductive anatomy (With 6 Text-figures).†??????????,†13(1-4), pp.259-262.",,,,,,
Papilionidae,Princeps,demoleus,,Princeps demoleus,Papilio,demoleus,,,,gonochorous,,,,,60,,,Maeki and Ae 1966a,,,,,,
Papilionidae,Troides,aeacus,,Troides aeacus,,,,GBIF,Accepted,gonochorous,,,,,60,,,Maeki and Ae 1966a,,,,,,
Papilionidae,Zerynthia,hypermnestra,,Zerynthia hypermnestra,,,,Lepindex,Accepted,gonochorous,,,,,62,,,"Lorkovi?, Z., 1941. Die chromosomenzahlen in der spermatogenese der tagfalter. Zeitschrift für Zellforschung und Mikroskopische Anatomie Abt. B Chromosoma, 2(1), pp.155-191.",,,,,,
Papilionidae,Zerynthia,polyxena,,Zerynthia polyxena,,,,GBIF,Accepted,,,,,,62,,,"Lorkovi?, Z., 1941. Die chromosomenzahlen in der spermatogenese der tagfalter. Zeitschrift für Zellforschung und Mikroskopische Anatomie Abt. B Chromosoma, 2(1), pp.155-191.",,,,,,
Phycitidae,Anagasta,kiihniella,,Anagasta kiihniella,,,,,,,,,,,58,,,"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.",,,,,,
Pieridae,Abaeis,nicippe,,Abaeis nicippe,Eurema,nicippe,,GBIF,Synonym,gonochorous,,,,,62,,,"Maeki, K. and Remington, C. L., 1960. Studies of the chromosomes of north American Rhopalocera. 2. Hesperiidae, Megathymidae and Pieridae. J. Lepid. Soc.,14, pp.37-57.",,,,,,
Pieridae,Abaeis,nicippe,,Abaeis nicippe,,,,GBIF,Accepted,,,,,,62,,,"Maeki, K. and Remington, C. L., 1960. Studies of the chromosomes of north American Rhopalocera. 2. Hesperiidae, Megathymidae and Pieridae. J. Lepid. Soc.,14, pp.37-57.",,,,,,
Pieridae,Anteos,clorinde,,Anteos clorinde,,,,GBIF,Accepted,,,,,,62,,,"Maeki, K. and Remington, C. L., 1960. Studies of the chromosomes of north American Rhopalocera. 2. Hesperiidae, Megathymidae and Pieridae. J. Lepid. Soc.,14, pp.37-57.",,,,,,
Pieridae,Anthocaris,scolymnus,,Anthocaris scolymnus,,,,,,,,,,,62,,,"Maeki, K. and Makino, S., 1953. Chromosome numbers of some Japanese Rhopalocera.Lepid. news,7, pp.36-38.",,,,,,
Pieridae,Anthocharis,cardamines,,Anthocharis cardamines,,,,GBIF,Accepted,gonochorous,,,,,62,,,"Maeki, K. and Remington, C. L., 1960. Studies of the chromosomes of north American Rhopalocera. 2. Hesperiidae, Megathymidae and Pieridae. J. Lepid. Soc.,14, pp.37-57.",,,,,,
Pieridae,Anthocharis,cardamines,,Anthocharis cardamines,Euchloe,cardamines,,GBIF,Synonym,gonochorous,,,,,60,,,"Bigger, T.R.L., 1960. Chromosome numbers of Lepidoptera. Part I. Entomologist's Gaz., 11, pp.149-152.",,,,,,
Pieridae,Anthocharis,cardamines,,Anthocharis cardamines,Euchloe,cardamines,,GBIF,Synonym,,,,,,62,,,"Federley, H., 1938. CHROMOSOMENZAHLEN FINNLÄN?DISCHER LEPIDOPTEREN: I. RHOPALOCERA. Hereditas, 24(4), pp.397-464.",,,,,,
Pieridae,Anthocharis,euphenoides,,Anthocharis euphenoides,,,,GBIF,Accepted,,,,,,62,,,"Lesse, H.D., 1970. Formules chromosomiques de quelques Rhopalocères paléarctiques [Lep].Bulletin de la Société entomologique de France,75(7), pp.214-216.",,,,,,
Pieridae,Anthocharis,scolymus,,Anthocharis scolymus,,,,GBIF,Accepted,,,,,,62,,,"Maeki, K., 1958. A comparative study of chromosomes in 15 species of the Japanese Pieridae (Lepidoptera-Rhopalocera). Jpn J Genet, 33, pp.349-355.",,,,,,
Pieridae,Aphrissa,statira,,Aphrissa statira,,,,GBIF,Accepted,,,,,,62,,,"De Lesse, H., 1967. Les nombres de chromosomes chez les Lépidoptères Rhopalocères néotropicaux.Ann. Soc. Ent. Fr.(NS),3, pp.67-136.",,,,,,
Pieridae,Aporia,crataegi,adherbal,Aporia crataegi adherbal,,,,GBIF,Accepted,,,,,,50,,,"Maeki, K., 1958. A comparative study of chromosomes in 15 species of the Japanese Pieridae (Lepidoptera-Rhopalocera). Jpn J Genet, 33, pp.349-355.",,,,,,
Pieridae,Aporia,crataegi,,Aporia crataegi,,,,GBIF,Accepted,,,,,,,50-52,,"Federley, H., 1938. CHROMOSOMENZAHLEN FINNLÄN?DISCHER LEPIDOPTEREN: I. RHOPALOCERA. Hereditas, 24(4), pp.397-464.",,,,,,
Pieridae,Aporia,crataegi,,Aporia crataegi,,,,GBIF,Accepted,gonochorous,,,,,52,,,Federley 1932b,,,,,,
Pieridae,Aporia,crataegi,,Aporia crataegi,,,,GBIF,Accepted,gonochorous,,,,,52,,,"Lorkovi?, Z., 1941. Die chromosomenzahlen in der spermatogenese der tagfalter. Zeitschrift für Zellforschung und Mikroskopische Anatomie Abt. B Chromosoma, 2(1), pp.155-191.",,,,,,
Pieridae,Aporia,crataegi,,Aporia crataegi,,,,GBIF,Accepted,gonochorous,,,,,50,,,"Beliajeff, N.K., 1930. Die Chromosomenkomplexe und ihre Beziehung zur Phylogenie bei den Lepidopteren. Zeitschrift für induktive Abstammungs-und Vererbungslehre, 54(1), pp.369-399.",,,,,,
Pieridae,Aporia,crataegi,,Aporia crataegi,,,,GBIF,Accepted,gonochorous,,,,,50,,,"Kernewitz, B., 1915. Spermiogenese bei Lepidopteren mit besonderer Berücksichtigung der Chromosomen. Brandstätter.",,,,,,
Pieridae,Aporia,crataegi,,Aporia crataegi,,,,GBIF,Accepted,,,,,,50,,,"Beliajeff, N.K., 1930. Die Chromosomenkomplexe und ihre Beziehung zur Phylogenie bei den Lepidopteren. Zeitschrift für induktive Abstammungs-und Vererbungslehre, 54(1), pp.369-399.",,,,,,
Pieridae,Aporia,crataegi,,Aporia crataegi,,,,GBIF,Accepted,,,,,,50,,,"Kernewitz, B., 1914. Über Spermiogenese bei Lepidopteren. Zoolog. Anz, 45.",,,,,,
Pieridae,Aporia,crataegi,,Aporia crataegi,,,,GBIF,Accepted,,,,,,50,,,"Maeki, K. and Makino, S., 1953. Chromosome numbers of some Japanese Rhopalocera.Lepid. news,7, pp.36-38.",,,,,,
Pieridae,Aporia,crataegi,,Aporia crataegi,,,,GBIF,Accepted,,,,,,50,,,"Maeki, K., 1953. Chromosome numbers of some butterflies. The Japanese Journal of Genetics, 28(1), pp.6-7.",,,,,,
Pieridae,Aporia,hippia,japonica,Aporia hippia japonica,,,,GBIF,Accepted,,,,,,50,,,"Maeki, K., 1958. A comparative study of chromosomes in 15 species of the Japanese Pieridae (Lepidoptera-Rhopalocera). Jpn J Genet, 33, pp.349-355.",,,,,,
Pieridae,Appias,indra,aristoxenus,Appias indra aristoxenus,,,,GBIF,Accepted,,,,,,64,,,"Maeki, K. & ae, S.A. (1968). Studies of the chromosomes of Formosan Rhopalocera 2. Pieridae, Lycaenidae and Riodinidae. Kontyu 36: 124–133.",,,,,,
Pieridae,Appias,lyncida,formosana,Appias lyncida formosana,,,,GBIF,Accepted,gonochorous,,,,,64,,,"Maeki, K., Ogata, M. and Shirozu, T., 1965. A study of the chromosomes in twenty-five speceis of Formosan Rhopalocera. Special Bulletines of the Lepidoptera Society Japan, (1), pp.1-10.",,,,,,
Pieridae,Appias,melania,,Appias melania,,,,GBIF,Accepted,,,,,,64,,,"Maeki, K. & Ogata, M. (1971). A chromosomal study of eighteen species of butterflies from Australia (Lepidoptera, Rhopalocera). Kontyu 39: 7–14.",,,,,,
Pieridae,Appias,sabina,,Appias sabina,,,,GBIF,Accepted,gonochorous,,,,,64,,,"Bernardi, G. and de Lesse, H., 1964. Formules chromosomiques de quelques Lepidopteres Rhopaloceres du Gabon. Biol. Gabonica., 1, p.65-71.",,,,,,
Pieridae,Appias,sabina,,Appias sabina,,,,GBIF,Accepted,,,,,,64,,,"Lesse, H.D., 1972. Nombres de chromosomes de quelques Lépidoptères Rhopalocères de Madagascar. Bulletin de la Société entomologique de France, 77(1), pp.9-11.",,,,,,
Pieridae,Archonias,brassolis,negrina,Archonias brassolis negrina,,,,GBIF,Accepted,,,,,,50,,,"De Lesse, H., 1967. Les nombres de chromosomes chez les Lépidoptères Rhopalocères néotropicaux.Ann. Soc. Ent. Fr.(NS),3, pp.67-136.",,,,,,
Pieridae,Archonias,brassolis,rosacea,Archonias brassolis rosacea,,,,GBIF,Accepted,,,,,,52,,,"De Lesse, H., 1967. Les nombres de chromosomes chez les Lépidoptères Rhopalocères néotropicaux.Ann. Soc. Ent. Fr.(NS),3, pp.67-136.",,,,,,
Pieridae,Archonias,brassolis,tereas,Archonias brassolis tereas,,,,GBIF,Accepted,,,,,,50,,,"Wesley, D.J. and Emmel, T.C., 1975. The chromosomes of neotropical butterflies from Trinidad and Tobago.Biotropica, pp.24-31.",,,,,,
Pieridae,Archonias,tereas,,Archonias tereas,,,,GBIF,Accepted,,,,,,52,,,"Lesse, H.D. and Brown, K., 1971. Formules chromosomiques de Lépidoptères Rhopalocères du Brésil. Bulletin de la Société entomologique de France, 76(5), pp.131-137.",,,,,,
Pieridae,Ascia,monuste,,Ascia monuste,,,,GBIF,Accepted,,,,,,54,,,"Maeki, K. and Remington, C. L., 1960. Studies of the chromosomes of north American Rhopalocera. 2. Hesperiidae, Megathymidae and Pieridae. J. Lepid. Soc.,14, pp.37-57.",,,,,,
Pieridae,Ascia,monuste,,Ascia monuste,Ascia,monuste,suasa,GBIF,Synonym,,,,,,54,,,"De Lesse, H., 1967. Les nombres de chromosomes chez les Lépidoptères Rhopalocères néotropicaux.Ann. Soc. Ent. Fr.(NS),3, pp.67-136.",,,,,,
Pieridae,Belenois,aurota,,Belenois aurota,,,,GBIF,Accepted,gonochorous,,,,,50,,,Lesse and Condamin 1962,,,,,,
Pieridae,Belenois,aurota,,Belenois aurota,Belenois,mesentina,,Lepindex,Synonym,gonochorous,,,,,50,,,"Gupta, Y., 1964. Chromosomal studies in some Indian Lepidoptera. Chromosoma, 15(5), pp.540-561.",,,,,,
Pieridae,Belenois,calypso,,Belenois calypso,,,,GBIF,Accepted,gonochorous,,,,,50,,,"Bernardi, G. and de Lesse, H., 1964. Formules chromosomiques de quelques Lepidopteres Rhopaloceres du Gabon. Biol. Gabonica., 1, p.65-71.",,,,,,
Pieridae,Belenois,creona,prorsus,Belenois creona prorsus,,,,GBIF,Accepted,,,,,,50,,,"Lesse, H.D., 1972. Nombres de chromosomes de quelques Lépidoptères Rhopalocères de Madagascar. Bulletin de la Société entomologique de France, 77(1), pp.9-11.",,,,,,
Pieridae,Belenois,creona,,Belenois creona,,,,GBIF,Accepted,gonochorous,,,,,50,,,Lesse and Condamin 1962,,,,,,
